huc08,huc08_name,huc06_name,huc04_name,huc02_name,huc08_states,huc08_areasqkm
7130006,Upper Sangamon,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,3732.18
7130007,South Fork Sangamon,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,3029.6
7130008,Lower Sangamon,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,2311.11
7130009,Salt,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,4836.37
7130010,La Moine,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,3494.65
7130011,Lower Illinois,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,5886.0
7130012,Macoupin,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,2524.41
7140101,Cahokia-Joachim,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,"IL,MO",4264.72
7140102,Meramec,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,MO,5568.34
7140103,Bourbeuse,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,MO,2185.12
7140104,Big,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,MO,2512.8
7140105,Upper Mississippi-Cape Girardeau,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,"IL,KY,MO",4472.95
7140106,Big Muddy,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,6178.51
7140107,Whitewater,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,MO,3088.17
7140108,Cache,Upper Mississippi-Meramec,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,947.42
7140201,Upper Kaskaskia,Kaskaskia,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,4062.8
7140202,Middle Kaskaskia,Kaskaskia,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,4449.88
7140203,Shoal,Kaskaskia,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,2373.76
7140204,Lower Kaskaskia,Kaskaskia,Upper Mississippi-Kaskaskia-Meramec,Upper Mississippi Region,IL,4160.71
8010100,Lower Mississippi-Memphis,Lower Mississippi-Memphis,Lower Mississippi-Hatchie,Lower Mississippi Region,"AR,IL,KY,MO,MS,TN",2842.63
8010201,Bayou De Chien-Mayfield,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"KY,TN",2514.03
8010202,Obion,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"KY,TN",3406.95
8010203,South Fork Obion,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,TN,2998.58
8010204,North Fork Forked Deer,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,TN,2471.42
8010205,South Fork Forked Deer,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,TN,2748.17
8010206,Forked Deer,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,TN,184.4
8010207,Upper Hatchie,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"MS,TN",2967.89
8010208,Lower Hatchie,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"MS,TN",3791.23
8010209,Loosahatchie,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,TN,1921.44
8010210,Wolf,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"MS,TN",2111.43
8010211,Horn Lake-Nonconnah,Hatchie-Obion,Lower Mississippi-Hatchie,Lower Mississippi Region,"MS,TN",723.16
8010300,Town of Madrid-Saint Johns Bayou,Town of Madrid-Saint Johns Bayou,Lower Mississippi-Hatchie,Lower Mississippi Region,MO,1782.88
8020100,Lower Mississippi-Helena,Lower Mississippi-Helena,Lower Mississippi-St. Francis,Lower Mississippi Region,"AR,MS",1537.27
8020202,Upper St. Francis,St. Francis,Lower Mississippi-St. Francis,Lower Mississippi Region,MO,3361.88
8020203,Lower St. Francis,St. Francis,Lower Mississippi-St. Francis,Lower Mississippi Region,"AR,MO",9269.86
8020204,Little River Ditches,St. Francis,Lower Mississippi-St. Francis,Lower Mississippi Region,"AR,MO",6747.69
8020205,L'Anguille,St. Francis,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,2474.48
8020301,Lower White-Bayou Des Arc,Lower White,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,2942.13
8020302,Cache,Lower White,Lower Mississippi-St. Francis,Lower Mississippi Region,"AR,MO",5197.96
8020303,Lower White,Lower White,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,3524.47
8020304,Big,Lower White,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,2453.35
8020401,Lower Arkansas,Lower Arkansas,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,1793.93
8020402,Bayou Meto,Lower Arkansas,Lower Mississippi-St. Francis,Lower Mississippi Region,AR,2589.04
8030100,Lower Mississippi-Greenville,Lower Mississippi-Greenville,Lower Mississippi-Yazoo,Lower Mississippi Region,"AR,LA,MS",1556.56
8030201,Little Tallahatchie,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,4269.59
8030202,Tallahatchie,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,2723.1
8030203,Yocona,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,1926.47
8030204,Coldwater,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,"MS,TN",4820.0
8030205,Yalobusha,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,5917.34
8030206,Upper Yazoo,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,4330.26
8030207,Big Sunflower,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,MS,8210.17
8030208,Lower Yazoo,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,"LA,MS",518.94
8030209,Deer-Steele,Yazoo,Lower Mississippi-Yazoo,Lower Mississippi Region,"LA,MS",2121.35
8040101,Ouachita Headwaters,Upper Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,4010.01
8040102,Upper Ouachita,Upper Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,4540.7
8040103,Little Missouri,Upper Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,5437.78
8040201,Lower Ouachita-Smackover,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,4672.4
8040202,Lower Ouachita-Bayou De Loutre,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,"AR,LA",3401.5
8040203,Upper Saline,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,4442.94
8040204,Lower Saline,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,AR,3934.66
8040205,Bayou Bartholomew,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,"AR,LA",4311.7
8040206,Bayou D'Arbonne,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,"AR,LA",4974.39
8040207,Lower Ouachita,Lower Ouachita,Lower Red-Ouachita,Lower Mississippi Region,LA,1908.92
8040301,Lower Red,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,2350.19
8040302,Castor,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,2479.35
8040303,Dugdemona,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,2420.07
8040304,Little,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,2597.21
8040305,Black,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,191.23
8040306,Bayou Cocodrie,Lower Red,Lower Red-Ouachita,Lower Mississippi Region,LA,1441.52
8050001,Boeuf,Boeuf-Tensas,Boeuf-Tensas,Lower Mississippi Region,"AR,LA",7478.77
8050002,Bayou Macon,Boeuf-Tensas,Boeuf-Tensas,Lower Mississippi Region,"AR,LA",2637.5
8050003,Tensas,Boeuf-Tensas,Boeuf-Tensas,Lower Mississippi Region,LA,3597.23
8060100,Lower Mississippi-Natchez,Lower Mississippi-Natchez,Lower Mississippi-Big Black,Lower Mississippi Region,"LA,MS",1793.03
8060201,Upper Big Black,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,MS,3832.14
8060202,Lower Big Black,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,MS,4934.18
8060203,Bayou Pierre,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,"LA,MS",2772.29
8060204,Coles Creek,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,"LA,MS",950.12
8060205,Homochitto,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,MS,3091.12
8060206,Buffalo,Big Black-Homochitto,Lower Mississippi-Big Black,Lower Mississippi Region,MS,959.94
8070100,Lower Mississippi-Baton Rouge,Lower Mississippi-Baton Rouge,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,"LA,MS",601.9
8070201,Bayou Sara-Thompson,Lake Maurepas,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,"LA,MS",1799.87
8070202,Amite,Lake Maurepas,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,"LA,MS",4879.72
8070203,Tickfaw,Lake Maurepas,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,"LA,MS",1880.29
8070204,Lake Maurepas,Lake Maurepas,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,LA,1846.4
8070205,Tangipahoa,Lake Maurepas,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,"LA,MS",2008.55
8070300,Lower Grand,Lower Grand,Lower Mississippi-Lake Maurepas,Lower Mississippi Region,LA,2058.66
8080101,Atchafalaya,Atchafalaya-Vermillion,Louisiana Coastal,Lower Mississippi Region,LA,5163.6
8080102,Bayou Teche,Atchafalaya-Vermillion,Louisiana Coastal,Lower Mississippi Region,LA,5730.51
8080103,Vermilion,Atchafalaya-Vermillion,Louisiana Coastal,Lower Mississippi Region,LA,5217.06
8080201,Mermentau Headwaters,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,3606.64
8080202,Mermentau,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,6663.64
8080203,Upper Calcasieu,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,3912.3
8080204,Whisky Chitto,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,2282.12
8080205,West Fork Calcasieu,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,1946.77
8080206,Lower Calcasieu,Calcasieu-Mermentau,Louisiana Coastal,Lower Mississippi Region,LA,3286.77
8090100,Lower Mississippi-New Orleans,Lower Mississippi-New Orleans,Lower Mississippi,Lower Mississippi Region,LA,2221.28
8090201,Liberty Bayou-Tchefuncta,Lake Pontchartrain,Lower Mississippi,Lower Mississippi Region,LA,1800.05
8090202,Lake Pontchartrain,Lake Pontchartrain,Lower Mississippi,Lower Mississippi Region,LA,1657.62
8090203,Eastern Louisiana Coastal,Lake Pontchartrain,Lower Mississippi,Lower Mississippi Region,"LA,MS",8565.21
8090301,East Central Louisiana Coastal,Central Louisiana Coastal,Lower Mississippi,Lower Mississippi Region,LA,6993.89
8090302,West Central Louisiana Coastal,Central Louisiana Coastal,Lower Mississippi,Lower Mississippi Region,LA,8003.96
9010002,Des Lacs,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",2739.08
9010003,Lower Souris,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",13002.26
9010004,Willow,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",4649.35
9010005,Deep,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",4353.59
9010006,Long Creek,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",4490.0
9010007,Headwaters Souris River,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",8048.46
9010008,Moose Mountain Creek-Souris River,Souris,Souris,Souris-Red-Rainy Region,"CN,ND",8762.86
9010009,Upper Moose Mountain Creek,Souris,Souris,Souris-Red-Rainy Region,CN,4073.09
9020101,Bois De Sioux,Upper Red,Red,Souris-Red-Rainy Region,"MN,ND,SD",2875.05
9020102,Mustinka,Upper Red,Red,Souris-Red-Rainy Region,MN,2227.58
9020103,Otter Tail,Upper Red,Red,Souris-Red-Rainy Region,MN,4983.53
9020104,Upper Red,Upper Red,Red,Souris-Red-Rainy Region,"MN,ND",1695.55
9020105,Western Wild Rice,Upper Red,Red,Souris-Red-Rainy Region,"ND,SD",5793.14
9020106,Buffalo,Upper Red,Red,Souris-Red-Rainy Region,"MN,ND",2888.14
9020107,Elm-Marsh,Upper Red,Red,Souris-Red-Rainy Region,"MN,ND",2838.25
9020108,Eastern Wild Rice,Upper Red,Red,Souris-Red-Rainy Region,MN,4235.2
9020109,Goose,Upper Red,Red,Souris-Red-Rainy Region,ND,3276.78
9020201,Devils Lake,Devils Lake-Sheyenne,Red,Souris-Red-Rainy Region,ND,9945.39
9020202,Upper Sheyenne,Devils Lake-Sheyenne,Red,Souris-Red-Rainy Region,ND,4877.28
9020203,Middle Sheyenne,Devils Lake-Sheyenne,Red,Souris-Red-Rainy Region,ND,5229.08
9020204,Lower Sheyenne,Devils Lake-Sheyenne,Red,Souris-Red-Rainy Region,ND,4462.7
9020205,Maple,Devils Lake-Sheyenne,Red,Souris-Red-Rainy Region,ND,4088.98
9020301,Sandhill-Wilson,Lower Red,Red,Souris-Red-Rainy Region,"MN,ND",3049.57
9020302,Red Lakes,Lower Red,Red,Souris-Red-Rainy Region,MN,5026.75
9020303,Red Lake,Lower Red,Red,Souris-Red-Rainy Region,MN,3468.14
9020304,Thief,Lower Red,Red,Souris-Red-Rainy Region,MN,2714.98
9020305,Clearwater,Lower Red,Red,Souris-Red-Rainy Region,MN,3517.89
9020306,Grand Marais-Red,Lower Red,Red,Souris-Red-Rainy Region,"MN,ND",1644.17
9020307,Turtle,Lower Red,Red,Souris-Red-Rainy Region,ND,1769.75
9020308,Forest,Lower Red,Red,Souris-Red-Rainy Region,ND,2425.11
9020309,Snake,Lower Red,Red,Souris-Red-Rainy Region,MN,2015.85
9020310,Park,Lower Red,Red,Souris-Red-Rainy Region,ND,2472.2
9020311,Middle Red,Lower Red,Red,Souris-Red-Rainy Region,"CN,MN,ND",6377.63
9020312,Two Rivers,Lower Red,Red,Souris-Red-Rainy Region,"CN,MN",2822.21
9020314,Roseau,Lower Red,Red,Souris-Red-Rainy Region,"CN,MN",5346.78
9020315,Upper Pembina River,Lower Red,Red,Souris-Red-Rainy Region,"CN,ND",3568.97
9020316,Lower Pembina River,Lower Red,Red,Souris-Red-Rainy Region,"CN,ND",6571.79
9020317,Morris River,Lower Red,Red,Souris-Red-Rainy Region,CN,4064.14
9020318,Rat River-Tourond Creek,Lower Red,Red,Souris-Red-Rainy Region,CN,3228.91
9020319,La Salle River,Lower Red,Red,Souris-Red-Rainy Region,CN,2415.02
9030001,Rainy Headwaters,Rainy,Rainy,Souris-Red-Rainy Region,"CN,MN",16347.33
9030002,Vermilion,Rainy,Rainy,Souris-Red-Rainy Region,MN,2678.22
9030003,Rainy Lake,Rainy,Rainy,Souris-Red-Rainy Region,"CN,MN",12732.18
9030005,Little Fork,Rainy,Rainy,Souris-Red-Rainy Region,MN,4854.22
9030006,Big Fork,Rainy,Rainy,Souris-Red-Rainy Region,"CN,MN",5325.88
9030007,Rapid,Rainy,Rainy,Souris-Red-Rainy Region,MN,2444.66
9030008,Lower Rainy,Rainy,Rainy,Souris-Red-Rainy Region,"CN,MN",3975.44
9030009,Lake of the Woods,Rainy,Rainy,Souris-Red-Rainy Region,"CN,MN",13740.44
9030010,Big Turtle River-Rainy Lake,Rainy,Rainy,Souris-Red-Rainy Region,CN,6446.26
9030011,Shoal Lake,Rainy,Rainy,Souris-Red-Rainy Region,CN,1027.87
9040001,St. Marys,Upper South Saskatchewan River,Saskatchewan River,Souris-Red-Rainy Region,"CN,MT",3816.84
9040002,Belly,Upper South Saskatchewan River,Saskatchewan River,Souris-Red-Rainy Region,"CN,MT",4897.76
9040003,Upper Oldman River,Upper South Saskatchewan River,Saskatchewan River,Souris-Red-Rainy Region,CN,4854.13
9040004,Oldman River-Willow Creek,Upper South Saskatchewan River,Saskatchewan River,Souris-Red-Rainy Region,CN,4036.43
10020001,Red Rock,Missouri Headwaters,Missouri Headwaters,Missouri Region,"ID,MT",5994.95
10020002,Beaverhead,Missouri Headwaters,Missouri Headwaters,Missouri Region,MT,3889.4
10020003,Ruby,Missouri Headwaters,Missouri Headwaters,Missouri Region,MT,2501.34
10020004,Big Hole,Missouri Headwaters,Missouri Headwaters,Missouri Region,"ID,MT",7228.3
10020005,Jefferson,Missouri Headwaters,Missouri Headwaters,Missouri Region,MT,3366.65
10020006,Boulder,Missouri Headwaters,Missouri Headwaters,Missouri Region,MT,1965.64
10020007,Madison,Missouri Headwaters,Missouri Headwaters,Missouri Region,"ID,MT,WY",6619.37
10020008,Gallatin,Missouri Headwaters,Missouri Headwaters,Missouri Region,"MT,WY",4784.75
10030101,Upper Missouri,Upper Missouri,Missouri-Marias,Missouri Region,MT,8677.18
10030102,Upper Missouri-Dearborn,Upper Missouri,Missouri-Marias,Missouri Region,MT,6737.23
10030103,Smith,Upper Missouri,Missouri-Marias,Missouri Region,MT,5197.38
10030104,Sun,Upper Missouri,Missouri-Marias,Missouri Region,MT,4862.62
10030105,Belt,Upper Missouri,Missouri-Marias,Missouri Region,MT,2069.1
10030201,Two Medicine,Marias,Missouri-Marias,Missouri Region,MT,3334.42
10030202,Cut Bank,Marias,Missouri-Marias,Missouri Region,MT,3110.14
10030203,Marias,Marias,Missouri-Marias,Missouri Region,"CN,MT",9552.96
10030204,Willow,Marias,Missouri-Marias,Missouri Region,MT,2573.38
10030205,Teton,Marias,Missouri-Marias,Missouri Region,MT,5307.76
10040101,Bullwhacker-Dog,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,5009.67
10040102,Arrow,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,3295.57
10040103,Judith,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,7162.88
10040104,Fort Peck Reservoir,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,13623.05
10040105,Big Dry,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,4012.58
10040106,Little Dry,Fort Peck Lake,Missouri-Musselshell,Missouri Region,MT,3167.77
10040201,Upper Musselshell,Musselshell,Missouri-Musselshell,Missouri Region,MT,10400.48
10040202,Middle Musselshell,Musselshell,Missouri-Musselshell,Missouri Region,MT,4984.28
10040203,Flatwillow,Musselshell,Missouri-Musselshell,Missouri Region,MT,1760.73
10040204,Box Elder,Musselshell,Missouri-Musselshell,Missouri Region,MT,3036.78
10040205,Lower Musselshell,Musselshell,Missouri-Musselshell,Missouri Region,MT,4376.08
10050001,Milk Headwaters,Milk,Milk,Missouri Region,"CN,MT",2498.02
10050002,Upper Milk,Milk,Milk,Missouri Region,"CN,MT",5877.57
10050003,Wild Horse Lake,Milk,Milk,Missouri Region,"CN,MT",1241.16
10050004,Middle Milk,Milk,Milk,Missouri Region,MT,9096.47
10050005,Big Sandy,Milk,Milk,Missouri Region,MT,2090.94
10050006,Sage,Milk,Milk,Missouri Region,"CN,MT",2578.79
10050007,Lodge,Milk,Milk,Missouri Region,"CN,MT",2809.22
10050008,Battle,Milk,Milk,Missouri Region,"CN,MT",4450.08
10050009,Peoples,Milk,Milk,Missouri Region,MT,1839.81
10050010,Cottonwood,Milk,Milk,Missouri Region,"CN,MT",2454.91
10050011,Whitewater,Milk,Milk,Missouri Region,"CN,MT",4642.75
10050012,Lower Milk,Milk,Milk,Missouri Region,MT,3897.8
10050013,Frenchman,Milk,Milk,Missouri Region,"CN,MT",6227.04
10050014,Beaver,Milk,Milk,Missouri Region,MT,4714.54
10050015,Rock,Milk,Milk,Missouri Region,"CN,MT",3544.86
10050016,Porcupine,Milk,Milk,Missouri Region,MT,1879.86
10060001,Prairie Elk-Wolf,Missouri-Poplar,Missouri-Poplar,Missouri Region,MT,5244.35
10060002,Redwater,Missouri-Poplar,Missouri-Poplar,Missouri Region,MT,5477.86
10060003,Poplar,Missouri-Poplar,Missouri-Poplar,Missouri Region,"CN,MT",6011.67
10060004,West Fork Poplar,Missouri-Poplar,Missouri-Poplar,Missouri Region,"CN,MT",2655.17
10060005,Charlie-Little Muddy,Missouri-Poplar,Missouri-Poplar,Missouri Region,"MT,ND",3256.79
10060006,Big Muddy,Missouri-Poplar,Missouri-Poplar,Missouri Region,"CN,MT,ND",8905.55
10060007,Brush Lake Closed Basin,Missouri-Poplar,Missouri-Poplar,Missouri Region,"CN,MT,ND",2724.59
10070001,Yellowstone Headwaters,Upper Yellowstone,Upper Yellowstone,Missouri Region,"MT,WY",6715.07
10070002,Upper Yellowstone,Upper Yellowstone,Upper Yellowstone,Missouri Region,"MT,WY",7677.91
10070003,Shields,Upper Yellowstone,Upper Yellowstone,Missouri Region,MT,2211.9
10070004,Upper Yellowstone-Lake Basin,Upper Yellowstone,Upper Yellowstone,Missouri Region,MT,4068.22
10070005,Stillwater,Upper Yellowstone,Upper Yellowstone,Missouri Region,MT,2763.51
10070006,Clarks Fork Yellowstone,Upper Yellowstone,Upper Yellowstone,Missouri Region,"MT,WY",7233.09
10070007,Upper Yellowstone-Pompeys Pillar,Upper Yellowstone,Upper Yellowstone,Missouri Region,MT,5201.57
10070008,Pryor,Upper Yellowstone,Upper Yellowstone,Missouri Region,MT,1581.64
10080001,Upper Wind,Big Horn,Big Horn,Missouri Region,WY,6602.41
10080002,Little Wind,Big Horn,Big Horn,Missouri Region,WY,2888.91
10080003,Popo Agie,Big Horn,Big Horn,Missouri Region,WY,2080.79
10080004,Muskrat,Big Horn,Big Horn,Missouri Region,WY,1904.69
10080005,Lower Wind,Big Horn,Big Horn,Missouri Region,WY,4419.23
10080006,Badwater,Big Horn,Big Horn,Missouri Region,WY,2216.19
10080007,Upper Bighorn,Big Horn,Big Horn,Missouri Region,WY,8994.44
10080008,Nowood,Big Horn,Big Horn,Missouri Region,WY,5209.25
10080009,Greybull,Big Horn,Big Horn,Missouri Region,WY,2977.62
10080010,Big Horn Lake,Big Horn,Big Horn,Missouri Region,"MT,WY",4666.64
10080011,Dry,Big Horn,Big Horn,Missouri Region,WY,1128.94
10080012,North Fork Shoshone,Big Horn,Big Horn,Missouri Region,WY,2337.71
10080013,South Fork Shoshone,Big Horn,Big Horn,Missouri Region,WY,1558.79
10080014,Shoshone,Big Horn,Big Horn,Missouri Region,"MT,WY",3823.62
10080015,Lower Bighorn,Big Horn,Big Horn,Missouri Region,MT,5081.77
10080016,Little Bighorn,Big Horn,Big Horn,Missouri Region,"MT,WY",3359.4
10090101,Upper Tongue,Tongue,Powder-Tongue,Missouri Region,"MT,WY",6566.17
10090102,Lower Tongue,Tongue,Powder-Tongue,Missouri Region,MT,7438.57
10090201,Middle Fork Powder,Powder,Powder-Tongue,Missouri Region,WY,2572.91
10090202,Upper Powder,Powder,Powder-Tongue,Missouri Region,WY,6464.0
10090203,South Fork Powder,Powder,Powder-Tongue,Missouri Region,WY,3151.21
10090204,Salt,Powder,Powder-Tongue,Missouri Region,WY,2089.25
10090205,Crazy Woman,Powder,Powder-Tongue,Missouri Region,WY,2473.83
10090206,Clear,Powder,Powder-Tongue,Missouri Region,WY,2988.99
10090207,Middle Powder,Powder,Powder-Tongue,Missouri Region,"MT,WY",2751.36
10090208,Little Powder,Powder,Powder-Tongue,Missouri Region,"MT,WY",5256.24
10090209,Lower Powder,Powder,Powder-Tongue,Missouri Region,MT,4861.92
10090210,Mizpah,Powder,Powder-Tongue,Missouri Region,MT,2081.4
10100001,Lower Yellowstone-Sunday,Lower Yellowstone,Lower Yellowstone,Missouri Region,MT,12447.02
10100002,Big Porcupine,Lower Yellowstone,Lower Yellowstone,Missouri Region,MT,2260.4
10100003,Rosebud,Lower Yellowstone,Lower Yellowstone,Missouri Region,MT,3387.45
